WAP001,WAP002,WAP003,WAP004,WAP005,WAP006,WAP007,WAP008,WAP009,WAP010,WAP011,WAP012,WAP013,WAP014,x,y
-108.93463960820347,-105.12982667936984,-101.37354008725093,-97.2301078469839,-84.30774302520277,-87.09606480616038,-96.47058460758186,-98.68952669170294,-92.5910415573921,-87.78982970848148,-90.70059404945138,-99.10516533599355,-102.47509846769725,-103.84617981493984,-4.3,1.5
-106.24506212897634,-102.09696000917012,-104.35806533793516,-97.34519874430185,-88.08805927379977,-90.77516445441363,-96.4322349461587,-98.53147993400944,-94.46760936936333,-88.1723314084469,-91.64696215853077,-94.32013726193108,-100.47326020413281,-106.00704310368862,-4.3,1.5
-102.50940637576348,-100.6293698244685,-100.69588217272245,-97.8200048659408,-88.73382070627474,-90.74059607937008,-98.59930654234527,-103.12065112867943,-95.58099746408222,-86.48497103392938,-90.78646240325868,-98.06734348611933,-97.80409162112944,-102.178543077653,-4.3,1.5
-106.6623581917444,-103.72071173925315,-102.94266332595197,-98.43724738935032,-86.569629392556,-87.2682991459461,-98.42723805261174,-103.03672660398115,-97.97623055163359,-88.97579722629318,-93.22575988432769,-97.43112975748153,-105.61717522014662,-106.03710848027984,-4.3,1.5
-106.49209389693146,-105.15974081004079,-105.35306431708592,-95.24254792919034,-90.2758470260288,-87.36697929050608,-95.04362533881277,-99.02298177485767,-97.99060972858155,-84.10296599151502,-93.84783564150382,-98.90312341237797,-100.76271382999995,-102.44956560403183,-4.3,1.5
-109.29604838292977,-100.96600133768833,-100.45663763694814,-96.53075281379277,-85.8706994952189,-86.62288240083005,-100.70759005663473,-100.44533020300982,-97.71280238017722,-86.33432342522941,-91.44707568953629,-96.84552280136677,-101.83328048792941,-106.89282368167511,-4.3,1.5
-107.6513021719012,-101.40918712319284,-100.78877437468384,-100.0621824280946,-91.30161104058385,-91.11050392510481,-98.13354198524587,-103.03303717917142,-93.49071953329404,-86.3251413310194,-91.68060601540414,-98.97102537760803,-100.33580451815902,-106.10831442011113,-4.3,1.5
-107.7811110450836,-102.58714188698636,-99.23063233096993,-95.99041673106176,-87.66899472587005,-87.02719958553818,-98.50557946275514,-100.22418623380064,-96.00001965485808,-84.03863735947209,-89.76164257139361,-98.26294714325692,-101.24397475039022,-105.43047440128186,-4.3,1.5
-105.7744180787562,-104.17801613936194,-105.11655345059816,-95.91479310893035,-88.61810856926918,-88.70920353661421,-95.68322727810175,-100.27289134174579,-95.9099317790154,-84.56773889104285,-95.58268518762537,-96.8682939010037,-102.58870057010542,-105.02570440076305,-4.3,1.5
-105.15747785037428,-105.54249833981133,-99.93098958609457,-95.44712781779816,-87.49459133857792,-89.58308583629766,-95.3852429012951,-100.67249537828917,-97.98197119706451,-84.70408075262993,-92.34279134422604,-99.47749287194493,-101.847600360284,-107.8388334241455,-4.3,1.5
-105.701854471776,-108.1979941105661,-100.9111299026229,-97.96994240121919,-87.7648800098216,-89.18606283312344,-93.0229846195131,-101.02044799481017,-92.68859747644342,-83.16897460048209,-97.1661468342045,-99.06123049432706,-104.69063561745978,-103.36540794178384,-4.3,1.5
-108.54793529485752,-104.0974883813841,-107.88690607035538,-99.20393748850198,-87.67155136342632,-89.15767405630986,-97.56376781632181,-102.64759280752035,-95.22412663093269,-83.34562190029247,-98.27314987434808,-95.64533647938765,-101.89255822043994,-105.57647145763337,-4.3,1.5
-105.89701106684446,-104.19152519032201,-100.82618317260793,-98.03091218428598,-88.10801243691097,-89.48641578817326,-93.78045234528393,-100.44222142719732,-93.87509273421989,-85.5171302492292,-90.6640523471558,-98.65898119840453,-105.0142532956307,-104.0189742082775,-4.3,1.5
-106.2585016221095,-106.32086649084047,-101.18883754828148,-97.73133800591809,-86.24880506343354,-85.50677973105104,-95.59577762325858,-98.23321528271708,-94.2602232691882,-82.74454168860372,-90.65805423819899,-96.74322228330442,-102.86383959918393,-105.22743062093741,-4.3,1.5
-104.08534006390802,-103.9766704331518,-99.18401385845442,-102.03988173618609,-89.19965948698753,-86.913477118468,-97.5543174059717,-101.27607899947483,-94.07904834783568,-84.19704126294735,-93.50578834426021,-97.02563719171827,-103.73751490221265,-106.19196452023611,-4.3,1.5
-108.59991255230221,-104.11797268865372,-103.71548432562619,-92.387373748695,-86.45500490735598,-90.48644815374871,-93.66134672647169,-99.70000470420617,-96.62387970853936,-84.20064214933704,-93.80208491217239,-96.46645512507862,-103.37881605463795,-106.26443809307999,-4.3,1.5
-106.06818323475883,-104.76164772887137,-101.78651097403404,-100.68135169280819,-91.75970615910043,-89.2754278016415,-98.51053526959764,-98.72506308338775,-93.01335681802357,-84.44479383683529,-88.54898835505855,-103.8339705695863,-103.59472711506244,-102.33194001754184,-4.3,1.5
-104.95203433227846,-103.67090780621449,-101.85523044497812,-96.86731261422827,-92.02587761480571,-86.86658841771388,-96.71847332373304,-98.92670528072925,-95.40770473233222,-85.94273105460648,-94.48383232301448,-97.5075660871835,-101.35682132326205,-105.20118030032806,-4.3,1.5
-106.1480638483912,-107.94305027365466,-99.22547652168004,-94.54819059597433,-90.6122270793062,-86.57855251603128,-95.72736047594832,-103.37730292609018,-96.33092351045211,-86.79614669075774,-95.784117886558,-99.54415614377724,-102.68998746129826,-102.93761833761923,-4.3,1.5
-106.01064759044709,-107.03555307123888,-103.33093494486643,-100.50414297404534,-89.17189184272256,-86.83355588562496,-99.19613636618439,-100.80961582936203,-97.91594737863225,-86.38116001428655,-95.13622041054822,-100.13924898849706,-107.56819029526342,-102.58349761291143,-4.3,1.5
-104.87647400082452,-103.72255083035952,-102.23702205361315,-97.91419185027667,-86.34801386765267,-84.57186781736075,-96.91649675831981,-99.0912284467594,-95.96202285730732,-85.07626541768988,-92.03648211430459,-97.64256168675811,-103.52795694011036,-107.55856636778765,-4.3,1.5
-106.55190098082167,-103.68132853800097,-97.07880205539284,-98.32340092780034,-89.20547726171773,-86.25220073068134,-94.79748673113905,-99.17633683679617,-95.52811868550125,-81.73809399438557,-97.83239083888861,-98.19455469434514,-104.5676427819213,-105.29840962505504,-4.3,1.5
-105.11293762140446,-104.94152344987268,-102.35906527787454,-96.62844665504102,-86.09025265601733,-86.65650024051689,-93.282809489775,-100.25155382325318,-99.27650518885936,-86.4497670731083,-89.39377565656142,-97.59107251361876,-103.56571959747039,-105.761144454553,-4.3,1.5
-108.7235541676302,-102.90523939378475,-102.41464864612983,-95.37099949653165,-89.18303640905312,-87.9640403097896,-92.53339348388589,-102.26071461014271,-93.12723102655494,-83.84991112556658,-93.35516630209673,-99.70151311312776,-104.28927029104234,-102.91015523730299,-4.3,1.5
-103.87426048764338,-102.32235772749655,-97.98370807659347,-98.82042365828677,-90.3101482660309,-86.65044110119051,-95.73405342296387,-100.7821087925688,-94.31989869330086,-86.19052498400063,-95.91497352775518,-98.27964473335345,-104.30544596599832,-107.35540893542704,-4.3,1.5
-111.51059130377186,-105.67673383542636,-101.78610225670974,-97.57131782383026,-87.71792362582974,-88.30032735715503,-95.01051622575693,-98.32674934769298,-95.36586060173339,-83.87989402198185,-93.34466078014688,-98.83707344623873,-104.87913266743593,-102.71922516699527,-4.3,1.5
-105.27656352042106,-104.49561597402027,-105.30287254416082,-100.39478081251497,-86.37194415075022,-90.73540142782915,-98.19421141147791,-97.88821207144379,-91.81670399689928,-83.89043138561394,-95.04198115150332,-99.39400528065464,-103.82275129729337,-100.90609142721136,-4.3,1.5
-107.7933343943273,-107.24669702913961,-102.83470322836234,-96.03028832595366,-86.79457611046303,-86.06992526586568,-96.59784421383637,-100.48735997016611,-93.15690363947516,-85.43354490988739,-90.11783439994618,-99.34633726041746,-100.97445316855914,-105.39347582847489,-4.3,1.5
-105.84287461711627,-105.95558108423872,-102.05239624292845,-95.21682840605516,-89.91025309297474,-87.15659111690061,-95.10506845162658,-100.54246218465924,-94.53404561099545,-84.73223136166352,-92.44917200152706,-97.06681300749351,-102.14862692305815,-107.24840395233328,-4.3,1.5
-106.44081155468409,-103.49383316694271,-96.80797387234077,-97.5020319386885,-89.0086071792118,-90.51274117196893,-96.38341798970397,-99.33193340765645,-95.30309493383555,-84.09254484165803,-92.30363659611093,-99.59572799716078,-100.0088284464009,-106.67309028552987,-4.3,1.5
-105.52570814036898,-103.86088800715844,-98.98223480208749,-97.77289261857779,-87.56176620009705,-85.94747087593522,-94.00020441822774,-98.16026020778861,-94.81027946129922,-81.95660668903368,-96.63332428597677,-101.90819894319887,-99.48113719492865,-102.87421887776976,-4.3,1.5
-108.30486575537844,-106.42086041129677,-100.91910724718385,-91.81520966342988,-89.10463592092708,-90.47198381075876,-96.12383021596513,-97.81752041933466,-93.94745183529369,-82.19353697988456,-91.23940351710759,-98.66318149407729,-100.12772871337371,-102.88172380930074,-4.3,1.5
-105.7068974285247,-109.20567009559949,-102.63126298619412,-96.61831236269076,-88.11558470713713,-88.26806697243944,-97.36201903791043,-100.70713601135334,-92.0934660159838,-84.06984004360365,-93.05904592256827,-100.99875114990691,-103.9573477971573,-106.30496162455226,-4.3,1.5
-108.23736778744927,-107.93276277146089,-100.79407057639399,-98.36938728998477,-88.7884394540846,-89.01308123657356,-94.16262473192293,-97.17012691050813,-93.16806527582997,-86.46510707843072,-94.23832026151047,-98.83684710610852,-102.25202957765148,-104.45756431764136,-4.3,1.5
-107.62231835803692,-106.44107767732201,-102.01274951535787,-95.40456679786182,-85.47192472584169,-89.71784990157246,-97.57749191325208,-99.8951714379536,-97.56500796927556,-85.9546581693821,-90.96954904823183,-95.62977696390975,-102.32722786266827,-107.96765769086433,-4.3,1.5
-108.3765387718918,-104.06002878804064,-104.53947281971351,-98.18667148171333,-87.29975753382098,-89.16892661597683,-96.26561156430216,-101.16841664091002,-93.96936195455251,-81.79792350172964,-94.48261055422641,-95.94583168314333,-100.09046387322219,-106.2530210274884,-4.3,1.5
-107.95163148196757,-106.71289616323419,-103.00021798145508,-99.24545823570183,-88.82701660937094,-88.68080480559232,-95.7994202417303,-102.68222547107258,-96.35810824500751,-84.23366588287848,-91.39751350954488,-96.43578010384768,-102.63887690450106,-106.98147273714365,-4.3,1.5
-107.63540057323239,-109.68120415598912,-101.28038602917948,-98.57682138989857,-87.33967612579981,-87.87573975849698,-97.65694107270147,-99.80949173803033,-97.26341518634403,-86.34925310437465,-88.61941094484062,-97.68295851589586,-103.15112530638527,-103.78487715052522,-4.3,1.5
-105.26077636155604,-108.26827261860535,-98.6651524789991,-98.98171456396832,-90.4382531167268,-88.57521333634061,-96.1100522354592,-100.05671410178849,-96.54896535742093,-83.68257277376527,-91.94525771249792,-101.23854837670197,-101.09354817755927,-105.46901632342079,-4.3,1.5
-105.56492129066154,-103.96545703383056,-99.75843273797247,-100.29388203394113,-88.52384743593915,-87.1693080273271,-96.28562876426399,-96.00341188416316,-93.25958928594946,-86.88816525697274,-90.62534145327248,-98.98775435628832,-99.58694371537379,-107.02281317750473,-4.3,1.5
-109.28156033424614,-100.57247503011887,-103.40071316131831,-98.86806245431683,-91.66788887696083,-86.33293777901318,-97.43945667852519,-100.8877452248654,-97.12359446056136,-87.18461724341026,-90.93032763641195,-95.92471246201583,-102.43171294577832,-104.4445688999111,-4.3,1.5
-108.4137435383966,-103.29164872212631,-104.58735981911634,-100.22806482678457,-90.81526581846641,-90.79119274535917,-98.37251015318344,-101.19439855970167,-95.134624635351,-88.14597480900326,-91.60854134139335,-93.89840032148244,-101.00698759083909,-105.95894929778149,-4.3,1.5
-106.56382221993998,-103.0655336374953,-100.45387886888717,-92.87695574003175,-91.4989964456391,-87.74098044138698,-98.23104763295004,-102.68721067423579,-89.92672692313714,-82.6338362046166,-89.34356773913699,-96.68223583537464,-104.5381336043199,-107.62153675308818,-4.3,1.5
-106.16198838124531,-97.83430293215626,-105.3267418559554,-99.44237127819066,-88.13423230175425,-89.53270386452915,-98.58791183233039,-97.89975728931196,-97.46732743703461,-89.0301137299714,-91.79910550365916,-97.14575583228283,-98.97726985930956,-104.48789916374807,-4.3,1.5
-106.81040521175156,-109.10370740321153,-100.64650979628914,-98.24542232273622,-91.0128030798446,-85.9967512261597,-101.00756331615521,-100.98295943209018,-93.53267834381315,-84.39731163937033,-94.05608520572113,-98.03500212910832,-107.14672209781472,-106.30510141359173,-4.3,1.5
-106.4556081132302,-103.2192813517096,-105.32880668435196,-99.77019028413356,-89.029212294685,-90.7880350894804,-96.28177188796202,-100.2976702576086,-95.56294852412766,-87.41171238125307,-93.75559646268898,-95.98680029508309,-102.45834095980467,-106.75662203933743,-4.3,1.5
-107.81356957839577,-106.6394131856903,-97.57027974518923,-99.00188299765097,-88.58066571666943,-88.37792738928151,-98.9802858395617,-101.34169300828175,-95.5140038006306,-83.46109330852484,-91.67580843612708,-98.77606006387886,-102.38856787766233,-106.56864630975568,-4.3,1.5
-107.01707639605154,-103.67232399065131,-104.35031709242453,-99.10220634642415,-89.15905018393568,-92.3190026211151,-98.11963717032097,-100.36464411048648,-97.63556145236007,-83.85824869588365,-89.20835088836056,-99.27433454085963,-96.65756524417914,-103.83336662241355,-4.3,1.5
-105.0507616118862,-103.20123836132187,-102.00328480037416,-98.32358550466773,-86.27447530089515,-85.60960577083964,-102.22541250570922,-98.70991078710013,-93.29031528409782,-82.52625248017614,-93.80338239464903,-97.42000947747887,-103.43394792094651,-104.76033580339445,-4.3,1.5
-105.16752659536894,-104.1051096786154,-102.4036889390314,-96.34140773300703,-89.13334005794391,-88.31483320156383,-95.68732410355689,-100.7282049995356,-94.58107711208721,-83.05814817609266,-90.21585030563632,-97.05782608416708,-104.75583609645483,-105.58543729915527,-4.3,0.9
-107.03146050490218,-106.86309966200837,-101.87036264700166,-97.78266070701397,-86.91402715974694,-88.60824039530341,-97.49728477735857,-103.88786915062252,-97.77042438175582,-83.26813363658633,-92.48419288150667,-99.75647979715512,-102.67211754291267,-105.94420646550437,-4.3,0.9
-110.52655402860364,-106.77192523393776,-99.10576642969963,-96.6724214738287,-87.22014302708857,-88.76932167668879,-97.95755602772243,-99.91635171158775,-96.59584273476933,-82.32747576054514,-94.16012183695881,-97.59332180539387,-101.00543437659678,-101.28399049141397,-4.3,0.9
-106.10340218963513,-100.59672036805473,-101.43160663268985,-100.91002098890854,-89.00321743118022,-87.97941743922377,-99.52949857244113,-97.76658841134368,-96.82373365106803,-86.93112466271569,-92.78404271640684,-98.73029259513629,-102.99219590348109,-106.67616826279908,-4.3,0.9
-108.15267012385732,-105.4453522336019,-102.19950252708884,-98.13337132660574,-90.0784527537631,-90.62578370706703,-101.32017106286273,-101.64260398321177,-96.75840402331403,-80.76416685543171,-93.27860505215558,-97.87693397424806,-102.60543069881312,-108.45863835693598,-4.3,0.9
-107.59569629563677,-99.74911541102448,-104.84100480535682,-97.9743847961239,-87.44972891574872,-88.80668309770869,-96.23727871160091,-103.77654483162928,-91.47743072603306,-84.12542966619677,-89.30799522421391,-102.4096356019018,-105.49794638266705,-104.25843021748773,-4.3,0.9
-104.81052423139465,-100.8807106464043,-101.09709807846791,-98.68467822735535,-87.9146003307121,-88.95078986004408,-95.05171376465259,-98.57173405274561,-92.14897191143424,-85.83910703429031,-91.80743897224535,-98.35988255053888,-105.1536404440648,-103.03078714736473,-4.3,0.9
-108.38637275364061,-103.56404791828389,-106.46742661555466,-95.00692897039062,-86.68950891464748,-89.22470795928172,-96.49989743666323,-102.00046220370879,-94.91712081328242,-82.09872101281361,-93.57448646951113,-99.80896006582547,-102.45330598411043,-103.14698550544689,-4.3,0.9
-106.00586050397926,-105.01453608983849,-101.50801305679904,-95.69198402356878,-92.85082678815795,-85.18474304762287,-101.84289978929354,-97.65590666111089,-99.00957753964146,-84.17557637000448,-92.95562478965006,-98.23577238931233,-103.8467734586392,-106.04701310686356,-4.3,0.9
-107.81328280778125,-107.35216441211672,-102.9615459188762,-96.44959778170798,-91.71928578865182,-84.27230781748933,-99.17927913864595,-102.75945601937124,-96.4731195042788,-86.20989818714642,-93.99118583520485,-101.81314117453742,-101.39779617168288,-105.74080150169587,-4.3,0.9
-107.46716053979706,-105.65315294485954,-103.41519353914089,-97.75847479150926,-88.63225448879027,-91.15283913670417,-96.12896538136476,-97.56997500185325,-93.66775064598747,-79.18875745792813,-90.64322668738879,-96.75898608477868,-100.92140131458986,-106.8036487774884,-4.3,0.9
-107.11874587864375,-105.22730616555107,-103.13611248621865,-98.58439279100917,-91.47427064954908,-89.20026945458379,-98.67298060197449,-102.4852101124382,-96.44344129601829,-84.81586349753447,-87.9461255605865,-98.57090259454792,-102.91114980099992,-101.02946998089246,-4.3,0.9
-107.89175129359622,-102.50983107361542,-104.21234151999052,-96.49410247685357,-91.09642151725414,-89.03877596471993,-98.46677200019468,-103.31742292371574,-93.45951324687792,-85.23611023084095,-91.56111745384965,-98.20525576645241,-107.08733534437346,-103.54886626228642,-4.3,0.9
-108.0861360430925,-102.34776507616161,-101.30965094027216,-97.64813093600367,-87.68184102457464,-90.48149923606239,-98.1241565576936,-100.65626131648294,-89.86625924519986,-82.49806221114346,-91.59630685375276,-96.85782704376095,-102.33357506339107,-107.32585489900808,-4.3,0.9
-105.64601969200415,-103.40388150533093,-100.52384051188498,-97.94428542792843,-87.69826417569027,-89.73207777961485,-95.15981761291692,-99.80549231526116,-95.92010717926166,-86.89188486247687,-90.09925237431307,-100.22367759319499,-103.32703794995365,-104.65325956524009,-4.3,0.9
-105.55357925034963,-104.12899203863603,-101.35643519142235,-97.42811558412524,-86.95163166949591,-86.43788493255755,-100.02451622485724,-105.96982651724925,-97.65342252864696,-81.56203666593122,-90.24091169468927,-92.41795704150044,-102.53524809646697,-105.29897839311879,-4.3,0.9
-104.11649837847777,-104.15087929862322,-100.81018036043028,-102.36284556276723,-85.93658297997483,-85.92104423907456,-96.30906544665403,-102.52081924981513,-95.47965620151193,-83.79136284353524,-86.66207856683484,-93.32267070246056,-103.3998911833614,-106.52934076601706,-4.3,0.9
-108.37008082506154,-100.69408757638553,-99.09912154128449,-98.55215608542629,-90.30157063499058,-92.93013428447534,-97.6882156521977,-103.97502124712118,-98.30591461927207,-82.0417137189711,-91.4982600720806,-100.66009866997324,-101.21126556446742,-104.11962226557586,-4.3,0.9
-106.8337078109745,-102.88277449403195,-105.61016862436803,-94.4617725916783,-87.21307088855987,-91.64078214012132,-95.35283839521068,-101.13607376959803,-95.5663130609754,-82.0915724034824,-91.46365113952244,-97.91966044417842,-106.91995237032265,-104.65236728574077,-4.3,0.9
-109.42117759441791,-105.017484673796,-103.95353815187973,-99.16600365814371,-91.04819383147553,-88.69244726703842,-96.6765940363396,-98.08289108421448,-95.98481389312632,-81.92751348086959,-92.91953806329457,-99.82488381456548,-101.3758237883141,-105.00124126654963,-4.3,0.9
-111.18064390866468,-104.05509101075182,-104.55467600098272,-99.17344032023432,-91.80411804110783,-88.77227035392801,-92.65255442687824,-99.314240487427,-94.41144328029873,-85.92002068467421,-93.17489568609184,-99.68463629157272,-104.73835496582146,-106.98652435201878,-4.3,0.9
-106.77337101109045,-101.59754734467379,-98.59345738646817,-99.51268432040699,-90.33127309984144,-89.97807501948441,-95.37188819065071,-103.98857107341148,-94.69606635415947,-81.50036326430642,-89.29653521608243,-97.23813439732153,-103.47125118610353,-107.21224869002693,-4.3,0.9
-112.8757217615933,-103.93232653280914,-101.19578580269669,-95.06959909019528,-87.51916850301546,-93.67351265922089,-95.99835367328171,-99.16271346918968,-93.86763051164002,-83.87195743732518,-94.97276401392139,-99.77295401249268,-103.27949287163595,-108.13969875459816,-4.3,0.9
-109.82945274493616,-106.97202987924295,-102.09410305476844,-93.65853530821937,-90.97193781982905,-92.92936780106994,-95.97224667449426,-98.01530122007357,-95.24820790555704,-82.14764265180484,-88.65818924044655,-97.48411684720944,-103.03898236404679,-107.67328133267907,-4.3,0.9
-100.08891814760358,-105.41830679271344,-104.18858561910308,-96.98648375210689,-89.4630009570275,-90.9174904526653,-98.39448646165424,-99.48154275804161,-94.79598887459767,-83.86992786561244,-91.75271777944812,-100.29822034343324,-105.42341695917347,-105.8573612602138,-4.3,0.9
-108.2449103220869,-103.41013453401047,-104.5412594289497,-96.53945104754374,-93.86197048413374,-89.72660530721403,-96.95712116943677,-99.78579504191107,-96.24756285430588,-85.05830462033285,-89.3133828174115,-100.06513438394776,-100.17540043545397,-104.18802403374238,-4.3,0.9
-105.64986038138447,-108.28461820242833,-104.81025047222211,-98.10922188842473,-87.32244960095072,-90.0017533593453,-98.40984258045297,-103.9595156021814,-98.00690253852756,-83.98372512680427,-88.60150485065282,-101.59162829353347,-104.26624189400587,-107.18907487837191,-4.3,0.9
-104.59484486464643,-109.66806780064283,-101.73438397173858,-98.53654374173387,-91.64513190695024,-87.72601173146468,-97.64622898229156,-100.08668572485313,-92.96497340969897,-80.77873647880982,-90.82432074849623,-100.65878373091941,-101.75484640972151,-103.80500272076121,-4.3,0.9
-105.11019289054781,-101.2073291192968,-100.2855364349326,-96.63499645150209,-88.88500201417084,-90.46874553917728,-97.00672043440856,-97.99108225811742,-96.3218191361719,-85.56758743620486,-90.67061193187352,-100.08877221860546,-100.4244534294026,-101.05262751381159,-4.3,0.9
-104.48047640685294,-108.23268929242599,-102.37722725695947,-98.15508362439157,-89.06767708165728,-86.79676982615096,-97.25845201137979,-98.60111663256555,-94.7849074520158,-82.71590695853698,-91.26335693392068,-100.96317647116715,-100.65346319749554,-103.38560288656298,-4.3,0.9
-108.34997695376575,-104.75766471618708,-102.18624586916144,-96.2412987062186,-90.07765695869224,-86.44581805968492,-99.14969599632664,-104.96713590359606,-97.18217111327829,-82.14746383829086,-90.82390260668345,-99.95501315006898,-98.32225969609048,-104.35595428763102,-4.3,0.9
-106.78190346705293,-104.73781504001774,-102.36484431201205,-95.68871204119604,-90.3082852404867,-88.18408555460076,-97.0941110067179,-99.81538914171914,-93.01780778464473,-81.75220842273906,-91.81811250706946,-98.40994814025895,-105.40872466968173,-102.55610321468943,-4.3,0.9
-105.47239527302271,-102.65702677150733,-101.44340048400916,-94.59844486899226,-86.63316970511298,-89.7460836148938,-97.34258144734744,-99.00575944841589,-93.44873004025037,-85.06234425040724,-87.84570384132465,-96.59034921959498,-101.2992873130456,-104.36614945467173,-4.3,0.9
-107.78313263167978,-107.00856383507433,-103.67771555431902,-96.88058366942103,-87.9010899435805,-90.8890744098021,-96.53946683700259,-95.9955563018217,-94.40775406686966,-85.10913818916816,-94.90104062195353,-95.78206599676896,-103.55818672896974,-105.70273687877719,-4.3,0.9
-106.40433306585035,-101.0473403686387,-105.17094624749109,-96.19168071468027,-93.09458389587685,-86.76967554068924,-99.71462969928078,-102.32980429933176,-92.01996767568498,-81.70403560318958,-90.3002009427842,-96.66794946461744,-103.69461604288516,-106.19877934264197,-4.3,0.9
-106.1702327011883,-105.70023883806677,-104.55656528421474,-96.76099087991831,-89.06748731250568,-90.0223778263065,-94.02686027657553,-97.7514583993759,-96.65685608851925,-84.65784816936348,-92.59555817117256,-97.99217264073174,-99.64424266870975,-102.7414198898253,-4.3,0.9
-107.67568907670031,-104.1877616681653,-102.66805164601402,-96.99679836742176,-87.4564478599015,-85.20602980199256,-95.13802148272781,-103.6423088944098,-97.06872569397967,-82.47806477066791,-93.41309253924396,-99.79203570482136,-101.45950099416137,-108.10071293463201,-4.3,0.9
-107.51507961377705,-106.24777082380456,-98.2599406982848,-97.60518035419491,-89.80070308424278,-86.72193272459286,-96.9424906901329,-102.11298270692264,-95.80037792917278,-80.01753212764432,-91.2911105744922,-98.34539150143692,-103.64784091971205,-107.89650976265352,-4.3,0.9
-107.78698434802907,-106.85225462005958,-102.96961335995114,-97.71004710973794,-88.33737699014128,-85.88966014224647,-94.88310037358633,-101.50306323139732,-94.29538832406631,-81.4048095684419,-90.85129736724035,-97.86747202574793,-104.99916137709387,-101.2970031389022,-4.3,0.9
-107.51251775544723,-103.25113563223704,-96.5505776864538,-96.35623131966693,-87.57350583434837,-88.05306116889096,-98.39574919501074,-104.50605101467283,-94.82902134961442,-84.04755857241892,-89.15850280266959,-101.46359465955065,-104.3670185698862,-106.80446656150563,-4.3,0.9
-107.30251956321204,-107.08504368491428,-99.64049458814631,-96.09009115771171,-92.22458700074493,-89.3789852743263,-95.17073799972057,-101.65545838722952,-91.19203802676553,-80.70610855602536,-93.650098518269,-100.65375710920159,-101.42327528053511,-106.62764931689769,-4.3,0.9
-106.74206238178955,-106.26673217590867,-101.28509630540987,-98.38579309754334,-89.25824601928706,-88.93446763165653,-99.46465230633412,-99.08985251049945,-95.58564930231596,-88.72867413333664,-88.08467940580198,-96.52159663295582,-100.79647770025028,-105.86947291575463,-4.3,0.9
-109.41014700733604,-104.47000788407237,-100.05509824560039,-98.17061279961194,-87.29296181424172,-92.43679944893623,-95.94736744064434,-100.5213714908085,-93.46528093285163,-81.02942948374528,-93.51043023728049,-100.50650766963138,-102.70919482572258,-102.8271808519893,-4.3,0.9
-106.39794120229735,-105.42329779385388,-102.74650734526271,-99.75532731155555,-87.3223279211409,-86.23782237691465,-96.1510626270392,-100.28667920215229,-89.68225372918212,-83.04043308524236,-97.30744769534218,-99.29195868675508,-102.18595660834282,-103.58038790713483,-4.3,0.9
-105.32572442697331,-103.43465136436677,-100.29506569852167,-94.03073284849933,-91.1639517841026,-89.29660946691686,-97.7185912006194,-98.73160281804643,-96.89143479867658,-80.0829779063174,-87.86816346774675,-97.78752828867945,-100.40936025861488,-105.11037212764766,-4.3,0.9
-108.98941823505695,-104.98591688071073,-105.6151385366765,-97.7641670822147,-91.65433993827811,-86.36091239245084,-97.91614528141594,-98.95935712651708,-93.79751375712675,-83.25714930147886,-89.34773240261937,-96.49128100697176,-97.26966322750962,-105.63976530428828,-4.3,0.9
-107.02378478024093,-104.96919295160326,-101.45423335761724,-99.95008866380469,-90.58058427365995,-90.56307640470528,-96.33835266793605,-99.45650506683994,-96.40192207667589,-85.27149187381255,-92.81229144229437,-100.25697157815264,-101.21386363589734,-105.27138770863607,-4.3,0.9
-106.76294977767438,-103.18701448455407,-104.96191020690804,-97.22359755173342,-89.2892368550508,-88.5060092852884,-100.28691232977255,-104.71485914124993,-96.86803678376755,-82.33960782354578,-89.34932331176552,-97.10345392525159,-98.78396116708936,-104.59596151914573,-4.3,0.9
-107.37307312174552,-109.25962760883075,-101.69968782655478,-97.34840901741292,-90.68749756042791,-88.06937220403742,-98.6781764277973,-100.62989631056102,-94.38632609205314,-88.23487979066793,-94.3820057277852,-95.40571105863798,-99.92654839973453,-105.91197541044788,-4.3,0.9
-111.3965033722321,-103.85385311795622,-102.10174767538469,-92.04674980420879,-87.41118661094194,-89.38796976773139,-96.05862977659285,-101.92381523211755,-94.4117136119022,-85.1935872591508,-89.51998024633558,-96.46348859853696,-99.85991255777957,-108.61956449349876,-4.3,0.9
-105.77439487776569,-103.4586161068172,-100.80396683013008,-97.61876207629093,-87.23434971757464,-87.74618947615552,-93.22739698744238,-100.36033174568897,-95.35468933262464,-81.43445284279534,-94.34026377389947,-99.0869358148028,-106.15917443829701,-107.12529572631512,-4.3,0.9
-106.99656702454241,-103.86948644405288,-100.22102689595147,-97.57397536416036,-89.77933551460441,-91.16651873340864,-97.42122801346187,-102.65620822284977,-94.29241328437693,-85.3664832119204,-95.29496464487394,-95.89016932611649,-101.12119347721868,-104.83379924282096,-4.3,0.9
-104.17802434300053,-105.05839400598701,-99.25590620214577,-96.94692182507937,-93.00478584395287,-87.89005669305826,-97.77997225128985,-101.34643120418505,-93.58632523660619,-83.75887902876046,-89.44055703661753,-101.13401441752679,-101.11912212507809,-103.70096377428952,-4.3,0.9
-104.93081738315507,-103.80678114531548,-102.16821787274804,-99.62275213253668,-86.22012988311299,-87.58310194595268,-96.23491323258615,-102.79617406199533,-94.40019705762168,-81.23472857573134,-90.83058893414383,-97.77977863241685,-101.10143095863097,-104.53106286845872,-4.3,0.9
